id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
34TJL5wmOMi48Lc2AeNoKQ,la-bella-havana-yonkers,La Bella Havana,https://s3-media4.fl.yelpcdn.com/bphoto/NohGt6qUo3-h3IJwDumV5g/o.jpg,False,https://www.yelp.com/biz/la-bella-havana-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,275,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.9346699, 'longitude': -73.89991}","['delivery', 'pickup']",$$$,"{'address1': '35 Main St', 'address2': None, 'address3': '', 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['35 Main St', 'Yonkers, NY 10701']}",+19149209777,(914) 920-9777,2417.9322544475667
J5-X1AUattbx_VQogXSqkQ,hartsdale-house-of-pizza-hartsdale,Hartsdale House of Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/obp0LsMwgEsUt2lRBNriIg/o.jpg,False,https://www.yelp.com/biz/hartsdale-house-of-pizza-hartsdale?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,69,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 41.012145, 'longitude': -73.795877}","['delivery', 'pickup']",,"{'address1': '203 E Hartsdale Ave', 'address2': None, 'address3': '', 'city': 'Hartsdale', 'zip_code': '10530', 'country': 'US', 'state': 'NY', 'display_address': ['203 E Hartsdale Ave', 'Hartsdale, NY 10530']}",+19147222666,(914) 722-2666,9851.590505551558
ycXFDJX_eG7ouQrsFbjheg,francey-bradys-yonkers,Francey Brady's,https://s3-media2.fl.yelpcdn.com/bphoto/5NwupoRAYG_5a_SYpOLpxQ/o.jpg,False,https://www.yelp.com/biz/francey-bradys-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,72,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.93453, 'longitude': -73.90172}","['delivery', 'pickup']",$$,"{'address1': '72 Main St', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['72 Main St', 'Yonkers, NY 10701']}",+19142268644,(914) 226-8644,2529.6143340720687
473n9rlf1yBfHC_GFEcPUA,renos-trattoria-yonkers,Reno's Trattoria,https://s3-media4.fl.yelpcdn.com/bphoto/nTFriX9sm9Vbu8y75Ra88A/o.jpg,False,https://www.yelp.com/biz/renos-trattoria-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,99,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 40.9478444, 'longitude': -73.8745749}","['delivery', 'pickup']",$$,"{'address1': '33 Lockwood Ave', 'address2': None, 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['33 Lockwood Ave', 'Yonkers, NY 10701']}",+19149687366,(914) 968-7366,451.39726066447497
RDJgGqAXS-OLftqvN6F6HA,the-prince-eastchester,The Prince,https://s3-media2.fl.yelpcdn.com/bphoto/48Lqx2mqaBTr1J-vfta23A/o.jpg,False,https://www.yelp.com/biz/the-prince-eastchester?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,8,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.95649767930512, 'longitude': -73.8116483}","['delivery', 'pickup']",,"{'address1': '31 Mill Rd', 'address2': None, 'address3': '', 'city': 'Eastchester', 'zip_code': '10709', 'country': 'US', 'state': 'NY', 'display_address': ['31 Mill Rd', 'Eastchester, NY 10709']}",+19147933663,(914) 793-3663,5728.094726838779
HJWh0g4cs5Qsf03Lt9Mhag,el-ranchero-mexican-restaurant-yonkers,El Ranchero Mexican Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/Q7CmA_5b1CjHkvpsx-6kWQ/o.jpg,False,https://www.yelp.com/biz/el-ranchero-mexican-restaurant-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,6,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.92159, 'longitude': -73.89547}","['delivery', 'pickup']",,"{'address1': '350 S Broadway', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10705', 'country': 'US', 'state': 'NY', 'display_address': ['350 S Broadway', 'Yonkers, NY 10705']}",+19149680468,(914) 968-0468,3425.6586263087165
B4K8fY9UFf1sZ7haSNHtdg,little-buddha-yonkers-2,Little Buddha,https://s3-media1.fl.yelpcdn.com/bphoto/O74l0tbdr6cZtvRmf3XM2g/o.jpg,False,https://www.yelp.com/biz/little-buddha-yonkers-2?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,261,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'steak', 'title': 'Steakhouses'}]",2.5,"{'latitude': 40.9660443977456, 'longitude': -73.8572451443301}","['delivery', 'pickup']",$$,"{'address1': '251 Market St', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10710', 'country': 'US', 'state': 'NY', 'display_address': ['251 Market St', 'Yonkers, NY 10710']}",+19143589468,(914) 358-9468,2584.7390756152763
tY4EMYQ-jxAQYgxXMaIpFA,mito-hibachi-yonkers,Mito Hibachi,https://s3-media4.fl.yelpcdn.com/bphoto/ZjZ723ffu-EiF6kc5mhBVg/o.jpg,False,https://www.yelp.com/biz/mito-hibachi-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,48,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 40.92662062060557, 'longitude': -73.85365363487558}","['delivery', 'pickup']",$$,"{'address1': '8000 Mall Walk', 'address2': 'Ste 5A50', 'address3': '', 'city': 'Yonkers', 'zip_code': '10704', 'country': 'US', 'state': 'NY', 'display_address': ['8000 Mall Walk', 'Ste 5A50', 'Yonkers, NY 10704']}",+19143708222,(914) 370-8222,3359.2759082390157
6B3iu_WSfyZU2fqSH1GTzQ,kingsbridge-social-club-bronx-2,Kingsbridge Social Club,https://s3-media2.fl.yelpcdn.com/bphoto/3uvTUDilkc5m-AFcPyYnBg/o.jpg,False,https://www.yelp.com/biz/kingsbridge-social-club-bronx-2?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,252,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 40.88455, 'longitude': -73.90194}","['delivery', 'pickup']",$$,"{'address1': '3625 Kingsbridge Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['3625 Kingsbridge Ave', 'Bronx, NY 10463']}",+13473465180,(347) 346-5180,7501.53568078758
rdAVzQdtQBZZXE2UzCy41w,happy-and-lucky-dragon-tuckahoe,Happy & Lucky Dragon,https://s3-media3.fl.yelpcdn.com/bphoto/Mk7UwpqCyt5uXjJnKNWgCQ/o.jpg,False,https://www.yelp.com/biz/happy-and-lucky-dragon-tuckahoe?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,14,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 40.958854, 'longitude': -73.820418}","['delivery', 'pickup']",,"{'address1': '284 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Tuckahoe', 'zip_code': '10707', 'country': 'US', 'state': 'NY', 'display_address': ['284 Columbus Ave', 'Tuckahoe, NY 10707']}",+19143468880,(914) 346-8880,5043.273537098742
oVjRFGbhf6AsLpQIi1Ywug,capis-pizza-yonkers,Capis Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/X6TzupBL77Akh_VQw8Yb2w/o.jpg,False,https://www.yelp.com/biz/capis-pizza-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.93555, 'longitude': -73.8866}","['delivery', 'pickup']",,"{'address1': '87 Yonkers Ave', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['87 Yonkers Ave', 'Yonkers, NY 10701']}",+19147517707,(914) 751-7707,1704.5262010432946
atYyBsWT8IPRpXUT4Ge3nA,poblano-cafe-yonkers,Poblano Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/h_CquKu0011vUbtceGK8hg/o.jpg,False,https://www.yelp.com/biz/poblano-cafe-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,11,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.9339447021484, 'longitude': -73.8983688354492}","['delivery', 'pickup']",$,"{'address1': '2 Main St', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['2 Main St', 'Yonkers, NY 10701']}",,,2388.050661683136
gOxnVrGfRi55FqYMI7h9XQ,bella-notte-bronx-3,Bella Notte,https://s3-media2.fl.yelpcdn.com/bphoto/dVBaY5If7KN1nzIBV24gyw/o.jpg,False,https://www.yelp.com/biz/bella-notte-bronx-3?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,212,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.886035, 'longitude': -73.909539}","['delivery', 'pickup']",$$,"{'address1': '3524 Johnson Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['3524 Johnson Ave', 'Bronx, NY 10463']}",+17188841666,(718) 884-1666,7533.862650693875
zqbjE3QLDfWpzyFARJ_cng,posto-22-new-rochelle,Posto 22,https://s3-media3.fl.yelpcdn.com/bphoto/sGBWzokeccVP2GCQTTzIQQ/o.jpg,False,https://www.yelp.com/biz/posto-22-new-rochelle?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,326,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.90866, 'longitude': -73.78353}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '22 Division St', 'address2': '', 'address3': '', 'city': 'New Rochelle', 'zip_code': '10801', 'country': 'US', 'state': 'NY', 'display_address': ['22 Division St', 'New Rochelle, NY 10801']}",+19142352464,(914) 235-2464,9254.48481170348
cSXzym7CBQvQEEYU_0XmVw,tasty-house-chinese-and-japanese-asian-cuisine-yonkers,Tasty House Chinese & Japanese Asian Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/YGfxkJH_XKygV4BMxrNEGQ/o.jpg,False,https://www.yelp.com/biz/tasty-house-chinese-and-japanese-asian-cuisine-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,97,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 40.93569, 'longitude': -73.86108}","['pickup', 'delivery']",$$,"{'address1': '857 Midland Ave', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10704', 'country': 'US', 'state': 'NY', 'display_address': ['857 Midland Ave', 'Yonkers, NY 10704']}",+19149680388,(914) 968-0388,2191.975029868762
zDrbuyjoF-F6X8m030L2Wg,new-china-yonkers,New China,https://s3-media2.fl.yelpcdn.com/bphoto/WMSQszbM2zPZVvuY4m7yaQ/o.jpg,False,https://www.yelp.com/biz/new-china-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,10,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 40.9393576, 'longitude': -73.8960147}",['delivery'],,"{'address1': '155 N Broadway', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['155 N Broadway', 'Yonkers, NY 10701']}",+19149693002,(914) 969-3002,1810.7054042996783
O3PC6d2gRdiU9vyybATNZw,home-bx-steakhouse-bronx-2,Home Bx Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/rt89qvrhFFMdpxMbVZMWTQ/o.jpg,False,https://www.yelp.com/biz/home-bx-steakhouse-bronx-2?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,16,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,"{'latitude': 40.88474, 'longitude': -73.89991}","['pickup', 'delivery', 'restaurant_reservation']",,"{'address1': '224 W 238th St', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['224 W 238th St', 'Bronx, NY 10463']}",+19292433527,(929) 243-3527,7438.962605702364
C4MdgwEK4ymAimV2buxBUw,mesa-maya-yonkers,Mesa Maya,https://s3-media2.fl.yelpcdn.com/bphoto/gCjovta_Nb9CToL9qj-XXA/o.jpg,False,https://www.yelp.com/biz/mesa-maya-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,118,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.93547, 'longitude': -73.86217}","['pickup', 'delivery']",$$,"{'address1': '837d Midland Ave', 'address2': None, 'address3': '', 'city': 'Yonkers', 'zip_code': '10704', 'country': 'US', 'state': 'NY', 'display_address': ['837d Midland Ave', 'Yonkers, NY 10704']}",+19143273312,(914) 327-3312,2147.3052789599274
wA0F6eedQcIUZHPQDapiWA,seven-brothers-diner-yonkers,Seven Brothers Diner,https://s3-media4.fl.yelpcdn.com/bphoto/wJs0pTnefiVj_C3I_5g1qQ/o.jpg,False,https://www.yelp.com/biz/seven-brothers-diner-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,139,"[{'alias': 'diners', 'title': 'Diners'}]",4.0,"{'latitude': 40.9661482, 'longitude': -73.8694579}","['pickup', 'delivery']",$$,"{'address1': '900 Saw Mill River Rd', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10710', 'country': 'US', 'state': 'NY', 'display_address': ['900 Saw Mill River Rd', 'Yonkers, NY 10710']}",+19149683390,(914) 968-3390,2010.9778871932065
H2vOKLZ4y0COwTGS4Tlpvg,tacos-el-poblano-el-mexicano-yonkers,Tacos El Poblano El Mexicano,https://s3-media4.fl.yelpcdn.com/bphoto/69aVCopdKksjZurjb9WnkA/o.jpg,False,https://www.yelp.com/biz/tacos-el-poblano-el-mexicano-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,31,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.9320838, 'longitude': -73.8955469}","['pickup', 'delivery']",$$,"{'address1': '122 Nepperhan Ave', 'address2': None, 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['122 Nepperhan Ave', 'Yonkers, NY 10701']}",+19149631111,(914) 963-1111,2427.9590259086463
vdXdezb-HAc8URlTKwZTtw,sazon-centroamericano-yonkers,Sazon CentroAmericano,https://s3-media2.fl.yelpcdn.com/bphoto/lI-T1lHRGyMH5hXkZt_AOQ/o.jpg,False,https://www.yelp.com/biz/sazon-centroamericano-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,47,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'honduran', 'title': 'Honduran'}]",4.5,"{'latitude': 40.93464, 'longitude': -73.89248}",['delivery'],$,"{'address1': '209 Nepperhan Ave', 'address2': None, 'address3': '', 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['209 Nepperhan Ave', 'Yonkers, NY 10701']}",+19142077757,(914) 207-7757,2018.8854770648973
JvFOAyfZzbiuFsYnI1ogMg,el-marinero-yonkers,El Marinero,https://s3-media4.fl.yelpcdn.com/bphoto/inuOS2Qtq-ZdG_DbXIhWwQ/o.jpg,False,https://www.yelp.com/biz/el-marinero-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,5,"[{'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 40.9284391648386, 'longitude': -73.8962204864685}","['pickup', 'delivery']",$$,"{'address1': '156 S Broadway', 'address2': None, 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['156 S Broadway', 'Yonkers, NY 10701']}",+19144231840,(914) 423-1840,2770.1738323853074
JgKB3S7bGPbry54yIDZjcw,foo-hing-kitchen-bronx,Foo Hing Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/nha6b18kM_c9rYCxCVa50g/o.jpg,False,https://www.yelp.com/biz/foo-hing-kitchen-bronx?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,12,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.87503, 'longitude': -73.90139}",['delivery'],$,"{'address1': '2895 Sedgwick Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10468', 'country': 'US', 'state': 'NY', 'display_address': ['2895 Sedgwick Ave', 'Bronx, NY 10468']}",+17188846267,(718) 884-6267,8513.076735486851
kv8rsDofef2YMkHBC1csEg,la-sensacion-bar-and-lounge-yonkers,La Sensacion Bar & Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/xA8ZEAUleWwISPSwZkZLdw/o.jpg,False,https://www.yelp.com/biz/la-sensacion-bar-and-lounge-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,4,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 40.975238442323175, 'longitude': -73.83373486104757}","['pickup', 'delivery']",,"{'address1': '2211 Central Park Ave', 'address2': None, 'address3': '', 'city': 'Yonkers', 'zip_code': '10710', 'country': 'US', 'state': 'NY', 'display_address': ['2211 Central Park Ave', 'Yonkers, NY 10710']}",+19142229272,(914) 222-9272,4755.810843515781
Id55w0Lq0_S2YnBfPZC4ug,tako-mexican-street-food-yonkers-2,Tako Mexican Street Food,https://s3-media1.fl.yelpcdn.com/bphoto/ePcwZ-VlwdL-gAm2nmHJZQ/o.jpg,False,https://www.yelp.com/biz/tako-mexican-street-food-yonkers-2?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,60,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.959701, 'longitude': -73.843103}","['pickup', 'delivery']",$$,"{'address1': '1789 Central Park Ave', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10710', 'country': 'US', 'state': 'NY', 'display_address': ['1789 Central Park Ave', 'Yonkers, NY 10710']}",+19146527004,(914) 652-7004,3230.8577021056044
4eRosC1ylVmvvpVzkkH9tw,morgans-publick-house-tappan,Morgan's Publick House,https://s3-media1.fl.yelpcdn.com/bphoto/rZETZejYmWuZg2vQFzylkQ/o.jpg,False,https://www.yelp.com/biz/morgans-publick-house-tappan?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,86,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.5,"{'latitude': 41.02246, 'longitude': -73.95158}",['delivery'],$$,"{'address1': '79 Old Tappan Rd', 'address2': '', 'address3': '', 'city': 'Tappan', 'zip_code': '10983', 'country': 'US', 'state': 'NY', 'display_address': ['79 Old Tappan Rd', 'Tappan, NY 10983']}",+18453653653,(845) 365-3653,10100.113598458483
cEcfPr95iq4uNkaUVkLtYA,salsa-bembe-yonkers,Salsa Bembe,https://s3-media4.fl.yelpcdn.com/bphoto/ECuLDn1M2L_Q0-92946-DA/o.jpg,False,https://www.yelp.com/biz/salsa-bembe-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,198,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",4.0,"{'latitude': 40.906942, 'longitude': -73.872127}","['pickup', 'delivery', 'restaurant_reservation']",$$$,"{'address1': '811 McLean Ave', 'address2': None, 'address3': '', 'city': 'Yonkers', 'zip_code': '10704', 'country': 'US', 'state': 'NY', 'display_address': ['811 McLean Ave', 'Yonkers, NY 10704']}",+19142940096,(914) 294-0096,4805.781540561576
VtAo_tC7kkHnpzlEV_Larg,anthonys-famous-gourmet-deli-bronx,Anthony's Famous Gourmet Deli,https://s3-media3.fl.yelpcdn.com/bphoto/mVsk4lh13JnTo3ymm1GNcg/o.jpg,False,https://www.yelp.com/biz/anthonys-famous-gourmet-deli-bronx?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,33,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.88099, 'longitude': -73.87793}",['delivery'],$,"{'address1': '169 E Gun Hill Rd', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10467', 'country': 'US', 'state': 'NY', 'display_address': ['169 E Gun Hill Rd', 'Bronx, NY 10467']}",+17187984773,(718) 798-4773,7654.092858278749
I1AqEw-O6spamgtJLNPjBg,leche-y-miel-restaurant-bronx,Leche Y Miel Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/WKeKjKGEP9WicikGnyQ0Mw/o.jpg,False,https://www.yelp.com/biz/leche-y-miel-restaurant-bronx?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,321,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.88373, 'longitude': -73.90183}","['pickup', 'delivery']",$$,"{'address1': '5761 Broadway', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10463', 'country': 'US', 'state': 'NY', 'display_address': ['5761 Broadway', 'Bronx, NY 10463']}",+17187085787,(718) 708-5787,7587.984421768717
fEW7QccMEt0r4Y9mRTXguQ,colombian-house-new-rochelle,Colombian House,https://s3-media1.fl.yelpcdn.com/bphoto/RaDaFQeIPHQ6QApXNnqW5w/o.jpg,False,https://www.yelp.com/biz/colombian-house-new-rochelle?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,120,"[{'alias': 'colombian', 'title': 'Colombian'}]",4.0,"{'latitude': 40.9070015766012, 'longitude': -73.7849400539497}","['pickup', 'delivery']",$$,"{'address1': '585 Main St', 'address2': '', 'address3': None, 'city': 'New Rochelle', 'zip_code': '10801', 'country': 'US', 'state': 'NY', 'display_address': ['585 Main St', 'New Rochelle, NY 10801']}",+19143651911,(914) 365-1911,9245.400638531795
z1R0tUFUZ7RU_kQTlzRsZg,asian-tokyo-bronx,Asian Tokyo,https://s3-media4.fl.yelpcdn.com/bphoto/-MzfG4w-Ha1-lzhP2cNI-Q/o.jpg,False,https://www.yelp.com/biz/asian-tokyo-bronx?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,70,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 40.8910472840381, 'longitude': -73.8982448328066}","['pickup', 'delivery']",$$,"{'address1': '4685 Manhattan College Pkwy', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10471', 'country': 'US', 'state': 'NY', 'display_address': ['4685 Manhattan College Pkwy', 'Bronx, NY 10471']}",+17185435751,(718) 543-5751,6726.021397483184
